Number of Blunders,,White Rating,,,,,,,
4000,,1916,,,,,,,4
4000,,1872,,,,,,,4
3000,,1879,,,,,,,3
2000,,1873,,,,,,,2
2000,,1878,,,,,,,2
2000,,1878,,,,,,,2
2000,,1874,,,,,,,2
2000,,1887,,,,,,,2
2000,,1716,,,,,,,2
3000,,1677,,,,,,,3
1000,,1308,,,,,,,1
2000,,1504,,,,,,,2
3000,,1526,,,,,,,3
2000,,1435,,,,,,,2
1000,,2036,,,,,,,1
0,,2082,,,,,,,0
0,,1903,,,,,,,0
0,,1915,,,,,,,0
0,,1899,,,,,,,0
1000,,1701,,,,,,,1
0,,1492,,,,,,,0
2000,,1503,,,,,,,2
1000,,1630,,,,,,,1
4000,,1526,,,,,,,4
2000,,1556,,,,,,,2
2000,,1627,,,,,,,2
2000,,1601,,,,,,,2
0,,1747,,,,,,,0
0,,1501,,,,,,,0
1000,,1759,,,,,,,1
0,,1897,,,,,,,0
2000,,1907,,,,,,,2
0,,1851,,,,,,,0
1000,,1656,,,,,,,1
2000,,1833,,,,,,,2
5000,,1951,,,,,,,5
3000,,1634,,,,,,,3
1000,,1521,,,,,,,1
2000,,1496,,,,,,,2
1000,,1939,,,,,,,1
1000,,1838,,,,,,,1
3000,,1749,,,,,,,3
1000,,2346,,,,,,,1
2000,,1734,,,,,,,2
0,,2336,,,,,,,0
2000,,2317,,,,,,,2
4000,,1242,,,,,,,4
1000,,2275,,,,,,,1
2000,,2037,,,,,,,2
0,,2268,,,,,,,0
3000,,2027,,,,,,,3
1000,,2103,,,,,,,1
1000,,2026,,,,,,,1
3000,,2083,,,,,,,3
4000,,2262,,,,,,,4
8000,,2280,,,,,,,8
2000,,1843,,,,,,,2
0,,1570,,,,,,,0
2000,,1376,,,,,,,2
2000,,1591,,,,,,,2
2000,,1606,,,,,,,2
1000,,1605,,,,,,,1
2000,,1620,,,,,,,2
4000,,2138,,,,,,,4
4000,,1669,,,,,,,4
3000,,1654,,,,,,,3
1000,,1648,,,,,,,1
2000,,1797,,,,,,,2
5000,,1875,,,,,,,5
6000,,1854,,,,,,,6
3000,,1811,,,,,,,3
2000,,1866,,,,,,,2
3000,,1681,,,,,,,3
0,,2198,,,,,,,0
1000,,1514,,,,,,,1
0,,1558,,,,,,,0
2000,,2248,,,,,,,2
1000,,2109,,,,,,,1
0,,1489,,,,,,,0
0,,1713,,,,,,,0
5000,,1482,,,,,,,5
1000,,1532,,,,,,,1
4000,,1669,,,,,,,4
2000,,1678,,,,,,,2
5000,,1747,,,,,,,5
1000,,2376,,,,,,,1
4000,,2401,,,,,,,4
3000,,2325,,,,,,,3
1000,,2161,,,,,,,1
3000,,2266,,,,,,,3
2000,,1704,,,,,,,2
1000,,1418,,,,,,,1
4000,,1638,,,,,,,4
5000,,1355,,,,,,,5
3000,,1437,,,,,,,3
7000,,1558,,,,,,,7
0,,1542,,,,,,,0
6000,,1295,,,,,,,6
0,,1687,,,,,,,0
3000,,1604,,,,,,,3
0,,1603,,,,,,,0
2000,,1443,,,,,,,2
3000,,1464,,,,,,,3
2000,,1842,,,,,,,2
1000,,1888,,,,,,,1
2000,,1231,,,,,,,2
2000,,1236,,,,,,,2
5000,,1753,,,,,,,5
2000,,1242,,,,,,,2
6000,,1250,,,,,,,6
4000,,1254,,,,,,,4
2000,,1390,,,,,,,2
2000,,1645,,,,,,,2
2000,,1500,,,,,,,2
1000,,1863,,,,,,,1
3000,,1928,,,,,,,3
4000,,1928,,,,,,,4
2000,,1427,,,,,,,2
1000,,1562,,,,,,,1
0,,1579,,,,,,,0
1000,,1513,,,,,,,1
3000,,1783,,,,,,,3
3000,,1827,,,,,,,3
0,,1805,,,,,,,0
3000,,1821,,,,,,,3
5000,,1400,,,,,,,5
9000,,2016,,,,,,,9
2000,,2242,,,,,,,2
7000,,2028,,,,,,,7
1000,,1852,,,,,,,1
2000,,2436,,,,,,,2
0,,2486,,,,,,,0
2000,,2224,,,,,,,2
2000,,2333,,,,,,,2
1000,,2319,,,,,,,1
2000,,2437,,,,,,,2
0,,2267,,,,,,,0
3000,,2333,,,,,,,3
7000,,2442,,,,,,,7
1000,,2240,,,,,,,1
3000,,2027,,,,,,,3
2000,,1909,,,,,,,2
2000,,1687,,,,,,,2
2000,,1577,,,,,,,2
4000,,1547,,,,,,,4
0,,1664,,,,,,,0
2000,,1369,,,,,,,2
5000,,1849,,,,,,,5
4000,,1396,,,,,,,4
0,,1562,,,,,,,0
2000,,1618,,,,,,,2
2000,,1897,,,,,,,2
0,,2137,,,,,,,0
5000,,1879,,,,,,,5
1000,,2089,,,,,,,1
1000,,2058,,,,,,,1
1000,,1732,,,,,,,1
3000,,1747,,,,,,,3
1000,,1935,,,,,,,1
0,,1836,,,,,,,0
0,,1972,,,,,,,0
1000,,2011,,,,,,,1
1000,,1756,,,,,,,1
0,,1945,,,,,,,0
0,,1916,,,,,,,0
0,,1714,,,,,,,0
0,,1922,,,,,,,0
2000,,1802,,,,,,,2
0,,1641,,,,,,,0
0,,1453,,,,,,,0
5000,,1108,,,,,,,5
1000,,1726,,,,,,,1
1000,,1483,,,,,,,1
2000,,1579,,,,,,,2
1000,,1589,,,,,,,1
0,,1823,,,,,,,0
7000,,1312,,,,,,,7
9000,,1258,,,,,,,9
2000,,1306,,,,,,,2
1000,,1476,,,,,,,1
6000,,1481,,,,,,,6
0,,1919,,,,,,,0
5000,,1536,,,,,,,5
3000,,1531,,,,,,,3
3000,,1402,,,,,,,3
2000,,1695,,,,,,,2
0,,1576,,,,,,,0
3000,,1806,,,,,,,3
2000,,2464,,,,,,,2
2000,,2249,,,,,,,2
3000,,2308,,,,,,,3
7000,,1787,,,,,,,7
0,,2225,,,,,,,0
3000,,2224,,,,,,,3
1000,,2220,,,,,,,1
0,,1727,,,,,,,0
2000,,972,,,,,,,2
0,,2017,,,,,,,0
5000,,2199,,,,,,,5
1000,,2043,,,,,,,1
1000,,1564,,,,,,,1
2000,,1426,,,,,,,2
1000,,1395,,,,,,,1
3000,,2073,,,,,,,3
4000,,1945,,,,,,,4
5000,,2130,,,,,,,5
5000,,1515,,,,,,,5
1000,,1525,,,,,,,1
2000,,1744,,,,,,,2
0,,1824,,,,,,,0
0,,2152,,,,,,,0
0,,2232,,,,,,,0
0,,2418,,,,,,,0
1000,,2224,,,,,,,1
2000,,2008,,,,,,,2
2000,,2218,,,,,,,2
3000,,2068,,,,,,,3
0,,2205,,,,,,,0
6000,,1457,,,,,,,6
1000,,1506,,,,,,,1
0,,1614,,,,,,,0
1000,,2025,,,,,,,1
0,,1614,,,,,,,0
0,,1614,,,,,,,0
0,,1614,,,,,,,0
2000,,834,,,,,,,2
2000,,2064,,,,,,,2
1000,,2083,,,,,,,1
3000,,2077,,,,,,,3
1000,,2065,,,,,,,1
1000,,2029,,,,,,,1
1000,,1671,,,,,,,1
2000,,1561,,,,,,,2
0,,1528,,,,,,,0
0,,1648,,,,,,,0
1000,,1442,,,,,,,1
1000,,1130,,,,,,,1
2000,,1161,,,,,,,2
7000,,1257,,,,,,,7
0,,1273,,,,,,,0
3000,,1383,,,,,,,3
2000,,1415,,,,,,,2
0,,1404,,,,,,,0
0,,1414,,,,,,,0
5000,,1622,,,,,,,5
1000,,1744,,,,,,,1
1000,,1659,,,,,,,1
6000,,1664,,,,,,,6
5000,,1656,,,,,,,5
0,,1766,,,,,,,0
0,,2142,,,,,,,0
2000,,2006,,,,,,,2
4000,,1898,,,,,,,4
0,,1939,,,,,,,0
1000,,1851,,,,,,,1
6000,,1952,,,,,,,6
0,,1946,,,,,,,0
1000,,1947,,,,,,,1
0,,2220,,,,,,,0
6000,,1371,,,,,,,6
1000,,1367,,,,,,,1
1000,,1921,,,,,,,1
4000,,1706,,,,,,,4
1000,,1693,,,,,,,1
5000,,1983,,,,,,,5
1000,,1794,,,,,,,1
3000,,1804,,,,,,,3
3000,,2081,,,,,,,3
1000,,2255,,,,,,,1
4000,,1248,,,,,,,4
1000,,1424,,,,,,,1
0,,1460,,,,,,,0
3000,,1893,,,,,,,3
3000,,1981,,,,,,,3
4000,,1883,,,,,,,4
2000,,1149,,,,,,,2
7000,,1163,,,,,,,7
3000,,1308,,,,,,,3
2000,,1716,,,,,,,2
0,,1739,,,,,,,0
2000,,2050,,,,,,,2
0,,1880,,,,,,,0
2000,,1875,,,,,,,2
3000,,1729,,,,,,,3
0,,2068,,,,,,,0
6000,,1442,,,,,,,6
1000,,1342,,,,,,,1
2000,,1262,,,,,,,2
1000,,1345,,,,,,,1
3000,,1480,,,,,,,3
8000,,1363,,,,,,,8
1000,,1305,,,,,,,1
7000,,1274,,,,,,,7
1000,,2145,,,,,,,1
2000,,2185,,,,,,,2
4000,,2065,,,,,,,4
0,,2242,,,,,,,0
8000,,1230,,,,,,,8
3000,,1491,,,,,,,3
1000,,1511,,,,,,,1
0,,1320,,,,,,,0
3000,,1373,,,,,,,3
2000,,1380,,,,,,,2
2000,,1456,,,,,,,2
11000,,1323,,,,,,,11
2000,,1516,,,,,,,2
4000,,1815,,,,,,,4
1000,,2126,,,,,,,1
3000,,1522,,,,,,,3
0,,1564,,,,,,,0
3000,,1587,,,,,,,3
3000,,1206,,,,,,,3
1000,,1558,,,,,,,1
2000,,1430,,,,,,,2
3000,,1566,,,,,,,3
0,,1548,,,,,,,0
2000,,1565,,,,,,,2
7000,,1938,,,,,,,7
4000,,1463,,,,,,,4
1000,,1367,,,,,,,1
0,,999,,,,,,,0
0,,2180,,,,,,,0
1000,,2003,,,,,,,1
2000,,2147,,,,,,,2
2000,,2145,,,,,,,2
4000,,2122,,,,,,,4
5000,,2120,,,,,,,5
0,,2288,,,,,,,0
1000,,1854,,,,,,,1
1000,,1847,,,,,,,1
3000,,1391,,,,,,,3
10000,,1107,,,,,,,10
1000,,981,,,,,,,1
7000,,1019,,,,,,,7
1000,,1124,,,,,,,1
2000,,1152,,,,,,,2
0,,1979,,,,,,,0
2000,,1962,,,,,,,2
2000,,1893,,,,,,,2
4000,,1952,,,,,,,4
0,,1959,,,,,,,0
2000,,1158,,,,,,,2
1000,,1940,,,,,,,1
0,,1972,,,,,,,0
0,,1970,,,,,,,0
5000,,2037,,,,,,,5
0,,1978,,,,,,,0
2000,,1679,,,,,,,2
1000,,1972,,,,,,,1
0,,2283,,,,,,,0
0,,2277,,,,,,,0
0,,1881,,,,,,,0
4000,,1933,,,,,,,4
2000,,1773,,,,,,,2
4000,,1756,,,,,,,4
1000,,2209,,,,,,,1
1000,,1923,,,,,,,1
1000,,1946,,,,,,,1
2000,,1910,,,,,,,2
1000,,1832,,,,,,,1
1000,,1858,,,,,,,1
1000,,1829,,,,,,,1
1000,,2092,,,,,,,1
2000,,2075,,,,,,,2
4000,,1940,,,,,,,4
0,,1475,,,,,,,0
5000,,1300,,,,,,,5
5000,,1492,,,,,,,5
1000,,1480,,,,,,,1
3000,,1496,,,,,,,3
3000,,1342,,,,,,,3
2000,,1499,,,,,,,2
2000,,1485,,,,,,,2
2000,,1476,,,,,,,2
4000,,1463,,,,,,,4
0,,1951,,,,,,,0
3000,,1911,,,,,,,3
2000,,1893,,,,,,,2
1000,,1879,,,,,,,1
0,,1865,,,,,,,0
0,,1851,,,,,,,0
0,,1849,,,,,,,0
2000,,1798,,,,,,,2
0,,1807,,,,,,,0
3000,,1891,,,,,,,3
1000,,1301,,,,,,,1
6000,,1644,,,,,,,6
1000,,1678,,,,,,,1
2000,,1864,,,,,,,2
0,,1223,,,,,,,0
2000,,1438,,,,,,,2
1000,,1452,,,,,,,1
2000,,1262,,,,,,,2
3000,,1314,,,,,,,3
2000,,1364,,,,,,,2
0,,2102,,,,,,,0
1000,,2084,,,,,,,1
3000,,2067,,,,,,,3
2000,,2035,,,,,,,2
8000,,1740,,,,,,,8
1000,,1687,,,,,,,1
4000,,1502,,,,,,,4
0,,1482,,,,,,,0
2000,,1266,,,,,,,2
2000,,1977,,,,,,,2
1000,,1862,,,,,,,1
1000,,1702,,,,,,,1
3000,,1893,,,,,,,3
0,,1623,,,,,,,0
2000,,1747,,,,,,,2
0,,1745,,,,,,,0
1000,,1456,,,,,,,1
1000,,1607,,,,,,,1
4000,,1444,,,,,,,4
11000,,1313,,,,,,,11
5000,,1119,,,,,,,5
4000,,1051,,,,,,,4
2000,,1112,,,,,,,2
2000,,1224,,,,,,,2
2000,,1233,,,,,,,2
3000,,1963,,,,,,,3
0,,2077,,,,,,,0
0,,2077,,,,,,,0
0,,2077,,,,,,,0
1000,,1835,,,,,,,1
3000,,1621,,,,,,,3
3000,,1681,,,,,,,3
2000,,1881,,,,,,,2
1000,,2228,,,,,,,1
1000,,2324,,,,,,,1
0,,2192,,,,,,,0
1000,,2204,,,,,,,1
3000,,2183,,,,,,,3
2000,,2264,,,,,,,2
1000,,2181,,,,,,,1
0,,1976,,,,,,,0
4000,,1770,,,,,,,4
2000,,1822,,,,,,,2
3000,,1656,,,,,,,3
4000,,1465,,,,,,,4
2000,,1813,,,,,,,2
0,,2024,,,,,,,0
2000,,1255,,,,,,,2
1000,,2077,,,,,,,1
2000,,1795,,,,,,,2
5000,,2061,,,,,,,5
1000,,2037,,,,,,,1
0,,1817,,,,,,,0
2000,,1811,,,,,,,2
0,,1805,,,,,,,0
0,,1824,,,,,,,0
6000,,1777,,,,,,,6
3000,,1805,,,,,,,3
3000,,1814,,,,,,,3
3000,,1958,,,,,,,3
2000,,1921,,,,,,,2
2000,,1752,,,,,,,2
3000,,1923,,,,,,,3
1000,,1556,,,,,,,1
1000,,1648,,,,,,,1
0,,2433,,,,,,,0
3000,,2441,,,,,,,3
2000,,2383,,,,,,,2
1000,,2416,,,,,,,1
1000,,2267,,,,,,,1
0,,1996,,,,,,,0
0,,2104,,,,,,,0
2000,,2005,,,,,,,2
0,,2077,,,,,,,0
0,,2069,,,,,,,0
1000,,2083,,,,,,,1
1000,,2090,,,,,,,1
0,,2082,,,,,,,0
0,,2084,,,,,,,0
4000,,1562,,,,,,,4
2000,,1950,,,,,,,2
2000,,1761,,,,,,,2
0,,1667,,,,,,,0
1000,,1477,,,,,,,1
0,,1653,,,,,,,0
1000,,1653,,,,,,,1
0,,1629,,,,,,,0
2000,,1604,,,,,,,2
0,,1595,,,,,,,0
1000,,1867,,,,,,,1
7000,,1666,,,,,,,7
2000,,1716,,,,,,,2
4000,,1693,,,,,,,4
5000,,1695,,,,,,,5
1000,,1498,,,,,,,1
0,,1569,,,,,,,0
2000,,1481,,,,,,,2
1000,,1490,,,,,,,1
9000,,1503,,,,,,,9
1000,,1902,,,,,,,1
3000,,1829,,,,,,,3
0,,1859,,,,,,,0
1000,,1949,,,,,,,1
6000,,1984,,,,,,,6
2000,,1967,,,,,,,2
4000,,1253,,,,,,,4
1000,,1500,,,,,,,1
2000,,1511,,,,,,,2
2000,,1216,,,,,,,2
1000,,921,,,,,,,1
1000,,1223,,,,,,,1
1000,,1509,,,,,,,1
1000,,1508,,,,,,,1
3000,,1759,,,,,,,3
4000,,1802,,,,,,,4
1000,,1773,,,,,,,1
3000,,1806,,,,,,,3
3000,,1811,,,,,,,3
0,,1700,,,,,,,0
1000,,1812,,,,,,,1
4000,,1620,,,,,,,4
4000,,1804,,,,,,,4
2000,,1384,,,,,,,2
6000,,1358,,,,,,,6
0,,1326,,,,,,,0
1000,,1318,,,,,,,1
4000,,1340,,,,,,,4
2000,,1411,,,,,,,2
1000,,1728,,,,,,,1
2000,,1694,,,,,,,2
7000,,1500,,,,,,,7
1000,,1251,,,,,,,1
5000,,1301,,,,,,,5
0,,2173,,,,,,,0
3000,,1742,,,,,,,3
1000,,1431,,,,,,,1
4000,,1795,,,,,,,4
0,,1792,,,,,,,0
1000,,1791,,,,,,,1
5000,,1811,,,,,,,5
3000,,1809,,,,,,,3
6000,,1460,,,,,,,6
1000,,1506,,,,,,,1
2000,,1500,,,,,,,2
7000,,1754,,,,,,,7
0,,1836,,,,,,,0
1000,,1989,,,,,,,1
2000,,1958,,,,,,,2
5000,,2151,,,,,,,5
1000,,1890,,,,,,,1
9000,,1187,,,,,,,9
1000,,1920,,,,,,,1
1000,,1949,,,,,,,1
1000,,1935,,,,,,,1
0,,2035,,,,,,,0
3000,,1856,,,,,,,3
0,,2045,,,,,,,0
0,,2025,,,,,,,0
3000,,1455,,,,,,,3
0,,1799,,,,,,,0
2000,,1793,,,,,,,2
5000,,1778,,,,,,,5
1000,,1515,,,,,,,1
0,,1588,,,,,,,0
1000,,1559,,,,,,,1
1000,,1776,,,,,,,1
2000,,1767,,,,,,,2
2000,,1759,,,,,,,2
5000,,1702,,,,,,,5
0,,1505,,,,,,,0
2000,,1495,,,,,,,2
0,,2119,,,,,,,0
2000,,1785,,,,,,,2
1000,,2088,,,,,,,1
0,,2276,,,,,,,0
0,,2276,,,,,,,0
0,,2276,,,,,,,0
2000,,1926,,,,,,,2
5000,,2047,,,,,,,5
1000,,2188,,,,,,,1
1000,,1890,,,,,,,1
4000,,1637,,,,,,,4
3000,,1628,,,,,,,3
2000,,1714,,,,,,,2
0,,1603,,,,,,,0
0,,2235,,,,,,,0
0,,2263,,,,,,,0
1000,,1800,,,,,,,1
1000,,1737,,,,,,,1
1000,,2203,,,,,,,1
0,,1886,,,,,,,0
2000,,1940,,,,,,,2
0,,2139,,,,,,,0
5000,,1316,,,,,,,5
5000,,1590,,,,,,,5
3000,,1253,,,,,,,3
2000,,1819,,,,,,,2
1000,,2151,,,,,,,1
1000,,2127,,,,,,,1
5000,,2082,,,,,,,5
2000,,1753,,,,,,,2
6000,,1734,,,,,,,6
2000,,2165,,,,,,,2
5000,,2225,,,,,,,5
2000,,2191,,,,,,,2
1000,,2159,,,,,,,1
2000,,2154,,,,,,,2
5000,,2151,,,,,,,5
3000,,1899,,,,,,,3
2000,,1884,,,,,,,2
2000,,1102,,,,,,,2
0,,1728,,,,,,,0
3000,,1246,,,,,,,3
1000,,1254,,,,,,,1
4000,,1506,,,,,,,4
1000,,1887,,,,,,,1
1000,,1694,,,,,,,1
2000,,2003,,,,,,,2
2000,,2001,,,,,,,2
0,,1986,,,,,,,0
3000,,1982,,,,,,,3
2000,,1787,,,,,,,2
1000,,1957,,,,,,,1
0,,1983,,,,,,,0
3000,,1654,,,,,,,3
1000,,1642,,,,,,,1
2000,,1822,,,,,,,2
0,,2063,,,,,,,0
0,,2057,,,,,,,0
1000,,2148,,,,,,,1
2000,,1325,,,,,,,2
0,,1347,,,,,,,0
0,,1619,,,,,,,0
6000,,1653,,,,,,,6
4000,,1837,,,,,,,4
1000,,1903,,,,,,,1
0,,1970,,,,,,,0
0,,2217,,,,,,,0
0,,1960,,,,,,,0
1000,,1939,,,,,,,1
0,,1937,,,,,,,0
0,,1887,,,,,,,0
4000,,1779,,,,,,,4
0,,1858,,,,,,,0
2000,,1845,,,,,,,2
0,,1730,,,,,,,0
0,,1813,,,,,,,0
1000,,1825,,,,,,,1
0,,1760,,,,,,,0
3000,,1865,,,,,,,3
0,,1702,,,,,,,0
0,,1421,,,,,,,0
2000,,1409,,,,,,,2
1000,,1412,,,,,,,1
1000,,1404,,,,,,,1
6000,,1820,,,,,,,6
3000,,1669,,,,,,,3
1000,,1797,,,,,,,1
1000,,1790,,,,,,,1
1000,,1631,,,,,,,1
1000,,1863,,,,,,,1
1000,,1791,,,,,,,1
2000,,1794,,,,,,,2
0,,1500,,,,,,,0
1000,,1617,,,,,,,1
4000,,1611,,,,,,,4
2000,,1529,,,,,,,2
3000,,1141,,,,,,,3
1000,,1395,,,,,,,1
2000,,1469,,,,,,,2
2000,,1894,,,,,,,2
5000,,1720,,,,,,,5
2000,,1721,,,,,,,2
3000,,1671,,,,,,,3
2000,,1399,,,,,,,2
6000,,1428,,,,,,,6
2000,,1427,,,,,,,2
12000,,1337,,,,,,,12
3000,,1472,,,,,,,3
0,,1407,,,,,,,0
1000,,1505,,,,,,,1
1000,,1150,,,,,,,1
0,,1385,,,,,,,0
1000,,2295,,,,,,,1
0,,2009,,,,,,,0
0,,2157,,,,,,,0
9000,,1531,,,,,,,9
3000,,1438,,,,,,,3
2000,,1437,,,,,,,2
0,,1163,,,,,,,0
4000,,1473,,,,,,,4
1000,,1491,,,,,,,1
3000,,1843,,,,,,,3
3000,,1402,,,,,,,3
5000,,1462,,,,,,,5
1000,,1861,,,,,,,1
5000,,1899,,,,,,,5
4000,,1851,,,,,,,4
8000,,1301,,,,,,,8
1000,,1317,,,,,,,1
0,,1412,,,,,,,0
3000,,1408,,,,,,,3
0,,1891,,,,,,,0
2000,,1700,,,,,,,2
3000,,1753,,,,,,,3
1000,,2047,,,,,,,1
1000,,1965,,,,,,,1
1000,,1965,,,,,,,1
7000,,1377,,,,,,,7
2000,,1379,,,,,,,2
8000,,1534,,,,,,,8
4000,,1482,,,,,,,4
4000,,1425,,,,,,,4
1000,,1747,,,,,,,1
1000,,1330,,,,,,,1
1000,,1500,,,,,,,1
4000,,2333,,,,,,,4
2000,,2146,,,,,,,2
1000,,2025,,,,,,,1
0,,2187,,,,,,,0
0,,2120,,,,,,,0
4000,,1913,,,,,,,4
2000,,1712,,,,,,,2
7000,,1851,,,,,,,7
0,,1500,,,,,,,0
3000,,1370,,,,,,,3
3000,,1311,,,,,,,3
0,,1369,,,,,,,0
0,,1344,,,,,,,0
0,,1880,,,,,,,0
5000,,2651,,,,,,,5
7000,,1964,,,,,,,7
4000,,2075,,,,,,,4
5000,,2086,,,,,,,5
4000,,2063,,,,,,,4
2000,,2053,,,,,,,2
1000,,1589,,,,,,,1
1000,,1159,,,,,,,1
3000,,1500,,,,,,,3
5000,,2415,,,,,,,5
2000,,2331,,,,,,,2
